Group,ANGPT1,ANGPT2,ANKRD22,BCL6,C1QC,CA4,CALCA,CCL5,CD177,CKAP4,CXCL10,FAS,FLT1,HK3,HP,ICAM1,IL18R1,LAG3,PADI4,PF4,PGLYRP1,S100A12,SLC2A3,TNFAIP6,TNFRSF1B,TREM1
Control,19.60291188,4.218695025,25.96441472,2456.370418,-2.300531371,94.10074832,-5.101952284,2812.789629,1.22586467,593.0671125,30.36645228,29.03166365,-0.421007208,360.190387,15.28840548,15.15317325,90.83739452,38.27576873,1143.839148,5.566968934,200.1913148,1886.712385,3498.28381,208.4610662,454.5212536,151.1315026
Control,16.3206531,2.12092934,26.93707949,1210.37627,3.201459188,80.87961797,4.217401015,3027.919299,4.954502132,440.4330843,34.81156528,25.80383269,-1.191346599,226.5126012,17.51180589,9.120470457,124.2893883,65.58811503,1257.724724,-5.063992386,112.094115,571.5532908,3096.53441,267.533797,347.6163713,82.79007878
Control,43.88126822,-0.037000609,21.01524234,2244.709539,-5.225279695,61.99312122,-7.615452589,1736.547779,-0.041121726,476.5145052,26.53945401,34.09646487,-9.041036041,616.4836931,9.425028426,25.15279269,144.5542755,26.64119157,1170.381634,-1.767255279,281.7309172,2419.171541,2046.938028,188.3760464,445.4779482,109.7595848
Control,34.25371624,7.428662843,13.46356041,1768.598216,4.452097665,143.5367083,-6.487776954,4956.159022,8.369723046,431.1088608,81.23411299,23.09593239,-8.07081736,222.9799434,22.96340467,4.955120406,159.1751529,73.76159655,851.1117228,3.693410254,172.0356026,1250.663081,3327.83378,338.8786524,563.8037722,85.33410051
Control,15.03120487,-4.476689645,22.14838162,1438.747891,8.814447208,35.71719706,-4.7249,3855.046953,7.031027107,426.0377712,28.01861675,17.26519949,3.28534132,334.8561073,25.72057472,16.7844402,126.444309,61.72402284,1066.076943,-2.087272893,75.45922477,416.8790336,2289.325996,129.0649522,787.7709001,95.15542437
Control,21.01934985,5.992317056,17.89356477,1930.2502,-2.310825787,91.63973736,3.282463046,4943.935981,11.96400792,483.0717879,12.85715675,17.38157614,1.732807411,188.0420478,9.615767157,11.68442863,137.8593413,53.21879574,1118.567138,1.178672487,81.93043482,1046.842005,3410.630305,341.2761128,358.114935,69.57260386
Condition,24.88509563,5.004801929,647.6322937,6696.37267,53.19122112,209.0839638,-0.812551269,3505.384589,123.2293262,910.5392168,566.3268275,62.1117734,-13.61030914,1982.475626,503.4893127,10.01598345,877.5862821,418.6678192,1980.169142,-3.990896345,411.7509795,8618.42373,8416.060348,1506.106506,795.8362626,111.340255
Condition,45.76029036,3.170146396,52.0503864,2155.264452,1.95275797,298.8586776,-1.448393807,5244.488352,2.395411371,663.8724087,25.78772508,16.8886469,-4.299321421,290.7484621,33.01477777,16.99194193,181.2332534,23.97194893,2712.139573,0.89313797,236.9918622,1016.332938,4859.936657,729.0483805,368.8793147,113.3391789
Condition,25.83255401,2.38597665,22.9498267,1056.369442,2.350224467,60.00441868,-8.108695635,6674.520342,-3.672427614,394.61066,25.57949371,14.04927706,-8.299418477,251.4750323,12.5362868,8.546264061,261.0623002,124.3224739,1024.635153,-7.710822843,49.73254071,730.1994805,1484.843424,406.8870647,449.4046337,69.18815868
Condition,21.50005096,6.124548426,57.67110081,2557.686429,10.35619939,136.9997174,-2.342433096,5578.877093,6.129621015,708.5447589,35.0859003,18.42151594,-5.539177766,568.1584473,29.91491675,6.30739198,166.3240927,113.7228996,1625.576784,-0.147988274,273.7771972,2097.09155,3555.232085,671.6345021,621.9275908,85.05482152
Condition,24.28501279,5.685778274,32.6647201,1984.735615,-0.14060934,57.55951218,-6.249559391,3576.952052,-10.49133838,347.8670622,55.84698731,21.39490964,-5.884078477,438.842555,18.61361543,9.256286497,149.0114932,34.93278416,952.6177016,0.610490863,169.3661524,623.1174211,2763.620339,509.3712359,239.0548539,63.31592365
Condition,14.94857817,7.263289848,22.04009949,1582.243739,5.348441421,30.98151817,-1.667235838,2193.518647,1.339558173,351.7478432,73.82428721,23.98699614,-1.262522132,328.2568035,22.91994284,6.42612132,90.66040528,55.60996843,634.6651667,-2.2942,89.81209117,1430.847926,2821.834763,326.2102479,558.1920815,65.4270064
Condition,24.98831076,1.545411371,38.38802,2481.009748,-2.827554822,98.0057068,-2.608876548,3711.302518,0.620926599,472.4292884,29.09162964,18.84552426,-5.013753858,354.7758385,14.02928579,15.99893112,158.1678379,65.60696802,1408.937071,-4.947014721,116.7456775,1379.059623,4097.393616,633.4446719,460.085686,98.96364345
Condition,20.67837239,2.088232234,18.9309466,949.6893359,9.747207716,43.49688883,-6.465771066,4181.662528,1.123086294,275.461378,22.02776416,15.67772406,-4.658523655,182.659859,19.83896964,-5.26270731,102.1409811,92.49950071,806.2814714,-8.074176954,64.16012579,825.032772,2442.326917,93.36990437,306.9192485,19.56334538
Condition,21.86060345,8.749003756,60.80177249,2638.92743,9.062204975,97.43593513,-1.681196041,3948.417235,3.52428335,538.1989919,97.86697614,19.4048266,-5.638423959,529.6213123,23.53183228,-3.91823066,159.8580583,140.1293645,1282.880213,-6.217293909,123.5515341,1314.431868,3391.242889,359.8091049,613.7834499,109.1449404
Condition,22.84928975,-1.024396142,152.5042035,4727.139977,35.00881929,242.5220743,-2.635331777,3889.168356,35.31207726,1473.753741,708.5447589,41.13122853,-3.654225888,968.183829,165.7652543,6.098414518,536.9915231,169.8445677,1845.260105,2.062804264,546.4359994,5285.950044,9170.472434,1908.328403,871.8162532,114.2055346
Condition,16.48391888,2.488097766,198.8399252,964.4331183,36.52099411,77.90938934,-8.450988325,4181.662528,1.669204822,487.1255826,508.9398954,36.8038868,2.29365198,413.3544773,119.238348,9.553333096,132.8022309,191.419321,922.0661591,-0.575937563,137.1200981,1226.734209,2634.974855,458.0197133,651.4084299,147.6141957
Condition,21.63584975,3.495387513,147.4468153,1562.417008,3.128977868,331.016439,-4.534381218,1746.158973,57.74839431,1290.338771,247.2500864,33.24308772,-1.925532893,837.7222525,200.1913148,22.16691442,292.5828822,45.47278954,1303.379982,-5.714070355,505.6408789,5753.608036,4106.312903,637.7482352,751.2013917,122.0838366
Condition,15.56098619,1.629912081,305.8872892,1332.475045,35.98340051,120.7277501,-1.019962132,3750.206169,12.04803726,530.0847149,1303.379982,32.90445939,-5.235916142,435.9122447,266.7609297,5.583753096,165.9476299,82.31483056,1311.070309,0.108555635,922.0661591,4473.16558,2878.538012,1292.422446,540.6047951,65.74874294
Condition,39.57244162,-1.510900711,58.4170199,1408.937071,-7.337249137,404.7303283,-4.410216091,3846.565534,4.706097056,861.8888465,39.34546893,25.89639178,5.677856142,660.5820223,87.72080975,16.16947959,248.1802955,70.52446142,1882.394043,-2.804960609,496.0006132,3822.245595,4430.839096,454.1605295,483.6607002,148.7537295
Condition,25.88318152,3.058987208,116.2591216,570.4929684,88.48382863,44.56696406,-10.05310711,6423.912644,2.932238985,350.4972732,316.2258385,23.14481208,-8.618870863,248.0993727,74.07132569,9.313006396,125.5600147,450.1406099,619.2132713,-3.858837766,85.64549218,1461.575484,2348.347979,170.084337,528.2165699,35.15583655
Condition,39.40275015,8.085479391,32.02438091,649.1983181,4.080837665,103.5773465,-5.435865482,5854.158568,9.247606244,508.0704015,25.53029939,26.01653523,-9.045131675,533.6649635,63.83112335,15.3179736,104.1589183,62.30471127,952.6177016,6.842439695,253.4573425,1781.88018,2808.205552,172.5746062,329.2853177,91.76589838
Condition,20.70112487,2.346805787,22.78372315,809.0772067,9.122568122,135.283568,-2.122319492,7683.061743,4.981967208,612.2935505,17.68474234,21.90308325,-5.693763452,313.6280673,81.30071756,9.989320711,136.4628844,231.6181048,1015.650044,2.524343147,398.6489818,2463.269193,2927.532837,391.3583676,461.0138874,64.94080426
Condition,47.27402345,5.617792183,134.7136348,1665.680721,2.043249645,373.0583631,-3.100061675,3391.242889,11.82873777,788.6772889,165.8539941,46.92282914,-5.497462132,599.8211023,47.87654975,14.50433868,347.4929479,39.45114061,1783.805938,0.121963756,419.1434029,3223.590008,5370.807019,1522.034044,480.2405424,173.4072343
Condition,37.19615137,3.090658173,92.47475797,2166.160916,3.40980599,423.2104168,-11.42002406,3863.208011,24.82675685,1416.659022,21.71721076,26.20099482,-3.304144365,853.0917337,1222.817205,14.10480426,183.9183617,36.83157249,3889.168356,-2.25266802,3296.320923,6131.232079,3548.239531,499.8287779,622.8079559,133.0276746
Condition,30.4030469,1.849863553,344.3043561,1516.21394,34.63171787,152.6750331,-5.931706904,2010.943889,32.32393838,761.0935078,4602.724016,57.6553734,-5.107138376,1222.817205,396.4046619,18.20957025,293.3600625,169.74964,1306.641195,1.595684569,950.3155164,3872.048281,3124.321583,708.9289602,711.9128521,83.43104447
Condition,22.13988569,-1.723786091,56.78243391,1622.199916,26.67586853,273.0594083,-15.57159269,3353.653118,15.59225787,1010.057442,116.1615969,21.82698467,-3.44063467,718.6264153,432.685749,9.061670051,231.7616816,125.5600147,3327.83378,-2.291247411,1930.2502,4420.4452,3814.551927,294.2350549,481.85972,95.04027188
Condition,20.48787888,11.94458284,42.20466904,651.4084299,18.63077929,71.9150532,0.410968426,4288.425033,6.802462234,500.6934297,131.142306,8.753880203,4.379867208,437.8097268,117.6041624,13.72920721,85.97024051,66.46093624,1156.918932,-2.73496868,454.1605295,3534.01864,2104.721153,248.3337663,528.2165699,82.29156873
Condition,40.24018548,4.034304365,162.8075717,2412.42322,8.889897868,1097.550001,-6.722450254,3129.814969,107.4520596,2122.937521,21.58300162,40.6516935,1.535732081,1491.830823,2107.254004,15.08693533,176.5100357,99.65672792,4943.935981,2.367908274,7943.583608,10154.83618,4430.839096,243.7354313,616.179704,113.5326774
Condition,20.64900487,6.416775127,59.46073269,1755.492639,28.09912,131.7965418,-9.508494162,1551.619623,17.71709249,1251.679269,170.5307188,45.29648721,-0.486988325,1268.167585,38.88998853,23.4624997,329.0588087,234.0897934,916.8036556,-8.206278985,218.5755078,3450.783636,4559.67527,426.8867502,445.4779482,135.6258522
Condition,12.96483127,-0.509750558,86.23146386,2122.937521,11.16314152,747.1881069,-6.784870863,4968.63214,14.8103868,1309.943069,122.0482542,61.89507716,6.032860102,845.5943626,61.86274518,11.62855909,487.7512198,43.08103777,2244.709539,1.435882944,952.6177016,5356.590077,5689.084826,1123.532445,516.1470352,248.0247036
Condition,20.22580162,2.898865381,528.4510686,1623.903951,38.13765442,967.5606518,-5.051112792,6527.508437,187.6665177,1376.697935,345.7674273,50.67922487,5.007455025,1847.176042,879.6923461,47.97533503,511.5891815,23.40942437,1809.077326,6.968596345,2104.721153,20430.10488,4348.831748,1222.817205,405.0308994,246.2568054
Condition,20.43932711,5.713978071,217.6594095,2274.247685,20.49184315,369.1449157,-10.02292843,1457.542401,6.176226193,937.1562183,645.6910715,76.16846416,-3.432703553,729.4235205,456.1780294,8.760272386,414.3015891,96.32894223,1984.735615,-2.127075279,1645.368578,7388.899256,5216.855258,1124.317831,436.7817068,168.4520933
Condition,12.97505533,-5.291911218,60.13122152,1828.891658,23.59771858,164.3049805,-9.005793299,4308.56514,3.819950761,1010.716501,134.8246026,35.18286863,-3.052877259,411.127612,52.87160711,16.21278843,146.1636237,146.6605468,960.7195407,0.268183046,206.6198301,1727.314742,3141.853579,766.9300169,455.2652364,152.9929784
Condition,31.05058254,2.096,21.24498914,1668.971995,7.050535228,289.0214317,-5.176718985,7797.917197,10.97996782,992.0103462,41.76939533,39.35518365,2.61693533,816.0546784,43.47576213,17.97808467,278.8153741,193.7297027,1711.180135,-5.475863553,415.2639363,3872.048281,4008.848787,447.6200955,455.4410021,138.2459405
Condition,29.90742518,-4.484696954,66.47759726,2542.573817,2.877203147,742.3267061,-7.527589594,4797.749196,9.969611168,2066.658309,21.05674812,15.90763919,-2.816811168,1119.394272,1055.65911,24.9619334,177.7224748,140.8476881,5489.025422,-2.101974619,4125.573354,7885.884308,6717.731333,284.5838818,832.8295372,103.0242755
Condition,7.109806091,4.253180406,25.14757716,2373.635313,8.344863959,387.9648897,-9.408476041,3782.052731,8.761337056,1126.813998,23.00994893,17.73439827,0.192108325,786.876587,52.87160711,10.33414173,143.2899865,65.49722173,1795.532642,6.174577157,756.546965,5356.590077,5854.158568,645.3598878,557.6827756,93.81005147
Condition,15.60534761,2.706749137,58.19719543,2603.286279,6.562692284,316.988969,-5.238709949,3217.888495,43.78113401,1225.773175,34.5201334,18.78072406,-0.033330558,1617.346218,233.7961138,24.68891107,392.3816466,48.9000201,2561.520055,-0.566939086,572.6417804,5081.717097,5231.263847,201.0237974,279.7104812,50.98747939
Condition,16.31825888,0.827386904,28.71502203,1677.631243,8.386018782,440.7737532,-7.040531371,2470.145068,56.72293168,872.3443055,10.25459249,17.15291553,-11.74077472,690.4810979,282.0090366,18.45041371,187.9337635,46.46278964,2037.125424,1.694071117,847.5863135,6023.47592,3846.565534,100.9820224,518.3674817,195.3761451
Condition,13.52230609,-7.018291168,335.6816552,1406.428596,48.53882548,121.9802989,0.720350863,3555.232085,-2.052342741,575.8104537,1254.598236,71.57932873,-5.446713706,529.3690716,50.94936416,10.07206335,225.4768759,189.2150747,1242.538324,3.40133736,184.2932067,3562.517437,3423.865611,1224.778204,571.5532908,72.36441442
Condition,35.18286863,5.389825482,85.19646102,1090.543846,1.058596142,201.6739675,-9.100496751,3147.66389,19.84711096,601.8223314,55.01007259,21.44040985,-8.261367107,476.1163549,153.2533132,13.06040325,176.6631122,76.31334721,1255.558249,7.78986934,893.2135564,4559.67527,2799.252445,774.2493677,387.6657698,117.269502
Condition,116.6150583,5.133255228,73.76159655,2442.326917,-4.742911878,863.9880777,4.339513706,612.5943726,31.54137523,912.2315879,11.99572274,68.02690467,-9.802883249,798.5397058,152.6298192,23.91415208,403.054866,46.65843563,3444.021229,4.458107614,1170.381634,8722.53789,10154.83618,451.4295928,507.8412556,321.179418
Condition,17.77236183,-3.130245888,254.087023,1936.844823,57.18711066,128.8475385,-12.28783147,3075.191119,14.9065466,613.5010289,860.8464938,42.04172487,-4.723465482,795.3674166,78.70661371,7.978684162,366.4776143,101.4026611,685.1100324,1.762051269,98.57483919,3002.244544,2304.495281,1072.087047,765.6810988,138.2459405
Condition,5.242188325,1.322697462,110.4626608,1601.288815,8.545797056,108.3058913,-12.5365134,3718.937414,10.8623667,849.0713998,136.0792296,30.99677442,-1.386274822,871.8162532,68.65327959,12.73943279,253.9293598,97.67548376,1314.431868,-5.483062741,261.5665323,1504.634531,3650.608849,452.3260524,356.4292376,59.36586569
Condition,20.86016183,-0.169171117,80.13107228,1449.325251,4.042777563,208.5839673,0.09433868,4258.619092,15.05080741,840.1466073,104.3350373,39.36528376,-1.332283655,590.8226203,81.01113259,19.49397756,217.2738641,121.5690078,1049.019928,1.723570508,379.8600444,3782.052731,3742.180729,483.8653511,441.4647387,79.31990162
Condition,26.00399117,-3.513444416,181.1831817,2092.152942,8.835398579,74.32748457,1.913316751,3135.710907,3.962194213,563.8037722,539.4090278,51.05765756,-9.771176853,902.6620112,36.12735513,11.80494122,147.7849188,101.0654042,1059.405538,-2.099571574,245.339954,1843.268995,2603.286279,1580.671737,282.5498228,94.89211787
Condition,11.57344203,0.118211269,267.2769478,2310.542582,18.73798447,87.64888934,-1.674162538,1635.448156,2.291668122,1197.008651,330.6725642,61.0285401,3.429722538,1115.29121,173.2608036,3.40133736,312.7837495,173.0141968,1893.178076,2.974122437,301.5878784,3059.35524,4727.139977,623.423593,649.5267403,96.06032569
Condition,17.36191888,-4.541581421,37.83958477,1232.515354,7.56439797,142.3714827,-8.365884061,8352.450448,11.08112761,901.5768298,21.25405391,27.81886152,-6.078650254,353.3673469,41.00186701,15.73758132,210.568662,201.7882943,1034.597841,-6.293459898,141.3227557,2059.194692,3711.302518,477.0821387,486.1088461,48.97854629
Condition,30.04657198,0.097118832,31.96168173,2902.881029,5.401333503,420.7648852,-3.608634822,3548.239531,43.38121685,1445.397731,17.68169046,16.62625442,-7.875085381,1129.249318,493.4877386,11.12923624,338.0335902,158.6225742,4134.868184,0.399643249,3457.851365,13161.99809,5626.118057,390.4649804,568.4011618,92.85191228
Condition,10.64073766,-5.559423553,1267.126736,2491.569124,26.78206985,190.6396485,0.392214416,2487.927808,8.175230863,1098.330576,4859.936657,119.8421459,-0.138525381,745.212456,114.9213821,28.6283868,500.4764208,272.365882,1117.741002,1.947413655,368.3370554,1996.458275,4238.731474,3855.046953,885.0101298,126.9812588
Condition,11.61708518,-3.986908477,87.18987898,1297.935501,15.28840548,244.6581989,-5.037777056,4871.668624,4.906697665,737.5760892,206.1264919,31.45035594,-8.368286497,399.5552981,47.07951929,10.02193157,165.4754305,66.6387734,1293.509365,7.516912995,235.7502264,3643.417495,2607.191356,1236.566116,573.4541615,191.1425098
Condition,48.36251249,-5.544572081,208.5191623,3064.613228,9.894896751,219.5727055,-1.672835076,3391.242889,21.91998122,1121.021341,119.0000565,41.51562284,0.006730355,1192.337268,528.9116841,14.44948518,226.2372194,37.74771695,2587.6567,1.189326701,1212.227204,6263.85676,3822.245595,1248.647329,714.1468758,150.6207258
Condition,10.68318112,0.23115665,99.79316213,891.0547825,24.87508071,63.65983655,-4.655215635,3124.321583,10.80232975,516.8105383,385.9394923,28.77948934,1.415801218,538.9249563,62.62702142,19.90231015,163.978204,134.5998171,684.7504382,-2.131097056,81.90908274,1397.577097,3457.851365,389.5866284,449.5849338,45.3196599
Condition,27.52230396,-9.768146294,120.1448369,2087.052271,13.14126122,512.0417251,-5.940075939,1822.877666,41.0872802,1874.175699,62.81951802,28.87641939,0.144838274,1776.164268,1580.671737,18.82158975,136.9997174,42.96068213,5285.950044,-9.25213868,5473.612377,7310.480633,4219.882983,334.741012,591.3629884,85.62268457
Condition,9.598823858,1.127397766,576.6209532,2897.960096,42.36748772,227.2518736,-9.018927513,2922.408886,18.26199401,790.0361681,5285.950044,83.10672832,-10.45645066,662.8624242,27.79246914,3.104724162,1143.839148,232.3916955,1012.855734,2.87690802,59.66917685,3562.517437,6403.909575,3278.187258,795.8362626,57.74839431
Condition,20.9948933,0.644294619,55.56779726,1467.048006,18.18179259,244.732467,-6.653271574,3680.251664,7.411330051,648.5456154,181.1295777,40.47396437,-5.870490152,607.0008694,36.59328721,19.91295371,172.7687519,198.8974191,1278.640432,-4.523005888,95.71850437,1824.846991,4338.328528,725.9212355,658.2992564,58.04021898
Condition,16.66813391,-2.884817868,26.54526579,598.6727129,4.830467107,49.23495878,-2.863471472,1865.688056,10.59001645,431.2772296,24.48981442,17.04589898,-3.698452995,179.1511611,16.6340534,8.543895838,108.4350531,85.28979076,606.4117873,-5.866705381,103.3442119,790.0361681,1984.735615,289.9692418,252.1038496,33.28239878
Condition,18.35006477,-3.773456751,44.94280873,1041.083553,37.73318289,100.6689524,-6.797685381,5030.818823,3.640441624,752.8411647,109.7903407,32.30807817,1.735402335,555.683281,55.41665563,8.592700102,148.1963817,226.5779517,1281.822212,-0.246387411,260.1553835,1013.530911,3284.099725,279.8000841,708.9289602,71.97151391
Condition,7.376683858,0.048597056,110.340225,1421.786459,24.48981442,1010.716501,-9.406898274,1187.694639,167.0414264,1447.998216,2.488600914,21.44448437,1.369391574,1196.038484,707.4358251,13.21805858,609.3433728,84.96193685,1702.264612,-8.132475127,1041.083553,10746.19867,4162.972122,154.4405162,282.1926469,30.94491411
Condition,67.45149015,9.670705178,71.11795249,2109.90534,5.563903959,371.2895929,-4.417244264,4704.7678,19.17560909,899.3344292,41.73664467,33.40625878,-7.402653198,973.8968643,397.7372385,6.726213198,157.6397669,37.55197005,3672.930456,-1.006490051,2952.071895,5626.118057,4389.326711,407.8259386,239.0548539,89.51327421
Condition,24.31470934,-5.942369746,21.57465858,1524.893321,5.742398071,212.9591318,-13.0447067,4968.63214,-7.575900102,439.9058584,36.39863431,31.5336736,-0.719621168,264.3868771,17.24329198,17.73439827,209.3279641,207.9093831,1103.929005,1.569644365,67.14445675,1797.443584,4258.619092,373.3273786,313.7357993,96.13712934
Condition,29.48631228,-2.021564365,19.03199147,1173.071249,5.733353604,117.9067288,1.131504772,5518.198046,6.617578782,360.4444465,22.68166731,23.94952538,6.499412995,331.2455084,56.13608376,21.7432732,161.6898418,124.9910262,1125.993447,4.066048832,179.1511611,1401.414516,3657.702812,245.7981815,358.6364907,94.99924467
Condition,26.6236068,0.685704975,30.54358457,1333.633424,15.40534964,156.1635969,0.398183147,4505.99578,8.049728426,673.3548654,29.81552081,20.43932711,-10.19361081,516.8105383,112.8909227,6.319159086,113.4675787,88.85607025,1727.314742,7.732318071,612.0077906,3711.302518,3211.94864,141.3654613,573.7291968,84.9823399
Condition,19.09148609,-7.332202234,45.00130274,1562.417008,11.90004822,338.6318012,-4.989404365,4451.836794,8.075424162,1136.910431,33.9975131,22.07607391,1.328044467,1197.008651,322.1678636,24.36439513,159.7682389,41.30102142,2550.042821,-3.215395127,2233.211303,5068.558595,3391.242889,347.7425441,348.3563821,183.809176
Condition,27.32163746,6.986913807,111.371287,1307.725465,35.19995391,274.6610903,-9.455258883,2415.594552,23.98194162,1467.048006,92.92910416,38.77576061,-3.087869848,1318.949211,591.6540868,10.35246284,138.9468012,43.88126822,3718.937414,-0.680054213,4907.469481,10248.08305,3359.897131,355.9214698,452.5053271,97.0725665
Condition,18.40335614,-0.608821218,196.2204932,1897.450203,15.94268843,160.777485,-5.806511066,7628.846632,8.425308122,624.3075462,180.139249,34.68188711,1.908302132,496.0006132,137.1972635,13.43919817,217.3341669,51.61027086,1888.894032,-2.000659391,441.9890943,3591.023405,3205.818877,924.9113834,578.4961387,97.78385198
Condition,38.21845655,-1.545580812,23.9920335,1371.783273,2.569610254,90.7874336,-4.649278071,6674.520342,-6.151646904,440.6027229,51.16528467,21.2490665,-2.309685381,313.7357993,34.5038934,12.78997401,137.7038054,178.7907542,954.4761324,2.061683655,138.4447478,2130.885224,2992.433134,417.3576447,410.029429,73.60134975
Condition,14.70299269,1.696681827,13.19658142,2102.123288,11.42994386,72.59887766,-1.772324467,4043.27117,10.22237807,638.3515115,18.73156761,14.37294355,4.754527919,389.4421045,22.77332193,19.03528396,157.3198384,104.0709659,752.8411647,-5.445368934,77.29575056,1697.027304,3423.865611,408.465945,437.2875217,64.26170132
Condition,12.75571188,1.56903797,81.61378873,1354.91514,11.95120305,18.44101239,-3.71025335,2956.777847,5.695076853,349.4623426,174.1348459,19.56334538,-7.961921015,408.465945,15.3680266,15.3179736,185.8404045,100.6941612,727.8490905,4.530721523,71.09729959,603.534052,2576.405431,514.753942,949.0828175,79.63126467
Condition,14.0207797,2.431004569,47.33781949,1299.026429,9.706412183,70.69426386,-15.70739939,3353.653118,-2.543847716,401.513014,60.03614264,23.59771858,-2.445218782,545.2011817,32.91204579,13.43183401,151.3500062,124.1437739,984.1364894,-0.997223452,140.8476881,1809.077326,3211.94864,604.1158363,421.5778688,84.84745046
Condition,35.91162985,-1.732415533,47.51099096,3096.53441,0.546504772,133.7764208,-12.21195777,1604.554605,4.151328731,495.7802827,39.96032893,21.83972904,-4.879484061,338.1577283,25.33283543,12.35625015,167.0414264,28.80003147,1793.600714,-0.832456548,152.9493896,1076.63326,3450.783636,624.5920615,657.6644109,162.5337671
Condition,15.18688264,5.594506802,747.9956725,2139.066442,66.38863848,36.19818294,2.46863868,2568.96088,5.419355228,767.7822758,6738.604326,55.56779726,-8.01133401,891.6201174,34.9747133,7.912820711,307.430362,230.0540829,732.14488,4.076620254,108.1243976,1411.502563,3271.909655,1779.953246,928.9230765,131.2375636
Condition,14.7449801,-2.45280401,23.46734254,1568.439331,3.858566497,70.59719614,-2.810523147,4125.573354,7.332837157,373.8875925,29.67739777,14.03317107,1.915156142,348.8349553,32.09208822,17.25158741,173.5570044,34.92324122,1744.148464,-4.84755198,235.6761491,1467.048006,3012.57289,425.7106903,509.3712359,73.40373624
Condition,23.22084995,-0.30709599,19.16029137,1811.008906,-4.692043046,64.51983086,-6.334756041,2265.654218,4.877146904,516.8105383,21.51191503,19.0983264,-1.405223858,372.2510983,33.38270548,17.32452701,110.6797789,22.74259533,1948.288387,-5.16936736,390.616623,1679.428369,2510.080593,94.23459584,507.6357266,80.00048832
Condition,17.44456284,-1.366121117,48.99050396,1746.158973,14.81544964,109.7595848,-2.193632792,2502.778351,3.974599391,576.0855097,69.11564975,12.77536061,-2.623085584,345.1586992,21.65248751,5.747181827,202.209431,201.9070414,1579.06129,-4.199678376,275.8221964,1740.308878,4505.99578,469.7469255,533.4245209,52.25573777
Condition,20.64164995,3.615823299,7.815347513,1289.314799,2.122635431,46.84951157,-3.957747208,2373.635313,8.809393807,414.1376928,31.45035594,18.75812447,-3.192763046,411.4466653,10.36366721,12.70260609,129.9783581,42.64719188,937.1562183,-2.845527208,136.4628844,1002.72785,2310.542582,82.74448183,365.9404863,60.89949411
Control,13.51683137,1.69922802,21.94159096,2883.393854,8.325277259,111.0914186,-1.464608426,2332.427346,-1.30716736,658.9415409,71.35009513,30.43050619,-0.209291777,707.8012451,25.05815797,11.56392365,167.5140727,61.42685096,654.7050425,1.24106467,139.1051838,2316.950026,3491.494699,1259.790371,974.5486923,210.4409748
Control,26.93707949,2.831258122,28.68147086,1562.417008,9.629778274,72.4258134,-7.754560914,3075.191119,5.356903959,488.7576245,51.54164558,17.95425746,-1.160061827,213.0194019,23.12900772,22.81234244,165.1948165,68.24517797,961.989525,-0.390024772,154.3513314,770.3439195,2897.960096,249.1177086,472.6162895,75.29385635
Control,22.05894102,0.435653198,12.58626173,1456.238376,1.864945685,36.31677898,-3.422207919,2025.166482,3.77316934,374.5876057,43.27961472,21.8478465,-6.773275838,408.7780326,5.720069543,18.39914569,103.6068425,28.48908497,919.6993861,-6.909302234,57.37270721,706.7023695,2179.63099,196.042986,359.9389548,86.23146386
Control,21.44040985,-3.580432487,48.64289198,1964.24969,0.739338883,122.1928622,-16.30373939,4125.573354,0.607305939,470.1369747,54.64125878,18.88874904,-11.42684954,268.4753558,10.86744528,1.942100508,193.051224,94.76505645,1343.034619,-6.205810355,145.2970386,884.4425222,3417.475957,428.0608499,541.3181505,91.06524579
Control,15.21475208,-4.400177766,13.54222985,1948.288387,-0.763102843,80.63771188,-4.178591066,3378.770291,0.597169137,407.8259386,20.60075462,18.53900711,-6.090065178,214.4893554,20.5541198,12.28522477,122.3269677,49.44407289,1247.628768,-12.11321898,127.4147278,1662.218885,3054.017798,171.5004758,577.4160875,144.0688664
Control,37.49441756,4.308789645,60.13122152,2360.783217,2.139395431,155.3985615,-10.12067523,3484.944261,4.247118477,547.6887901,61.09567421,24.23443787,-3.825552893,212.1979724,16.08824812,10.01598345,168.9829242,43.36901421,1259.790371,-1.447847919,227.8048726,837.7222525,3278.187258,544.4744098,498.3258392,86.37481898
Control,40.88679371,-3.791604873,33.74183817,1233.560256,2.679581726,72.99651878,1.364895431,4559.67527,3.442163553,391.803558,78.10657188,35.64543543,4.295896954,335.5761221,2.905371269,14.27557777,171.212228,85.21893706,537.2405034,-0.97957401,96.91517208,1323.392661,2442.326917,415.1065472,392.5288653,78.96095036
Control,25.10328518,1.196388528,14.86238761,1016.332938,-3.017994619,70.90444985,-3.393203655,4409.897518,2.662852995,442.3215267,30.93783076,17.15021716,-6.422629137,228.0775599,18.48879279,2.77422198,207.2333865,34.06130619,1049.744028,-6.751514416,98.38810234,519.4885774,2646.994398,197.7180141,385.3486892,39.8209003
Control,19.60291188,4.218695025,25.96441472,2456.370418,-2.300283655,94.10074832,-5.101952284,2812.789629,1.22586467,593.0671125,30.36645228,29.03166365,-0.421007208,360.190387,15.28840548,15.15317325,90.83739452,38.27576873,1143.839148,5.566968934,200.1913148,1886.712385,3498.28381,208.4610662,454.5212536,151.1315026
