Group,CA4,SLC2A3
Condition,290.8442837,4399.342827
Condition,485.2949588,7574.852797
Condition,81.81480376,3444.021229
Condition,150.7533789,3464.027351
Condition,166.7986095,3774.008188
Condition,84.9823399,2992.433134
Condition,500.048392,7493.823045
Condition,716.388507,7360.741436
Condition,350.7381486,4097.393616
Condition,372.2510983,4569.783947
Condition,387.3732518,8798.476404
Condition,523.3732393,7259.221625
Condition,299.9594378,6969.138832
Condition,527.7508487,5547.63005
Condition,657.6644109,7284.336679
Condition,458.9410197,9408.382915
Condition,593.6391916,6738.604326
Condition,218.2403946,3470.902797
Condition,316.988969,5547.63005
Condition,556.9340281,7973.223872
Condition,376.246431,5473.612377
Condition,1356.119017,8905.983038
Condition,882.8617549,5285.950044
Condition,496.6303838,3129.814969
Condition,1010.716501,10295.88019
Condition,520.6287282,5005.334199
Condition,579.0217803,5005.334199
Condition,90.23606071,3032.882747
Condition,398.9492437,4399.342827
Condition,697.5627172,4591.549569
Condition,1524.893321,6282.76466
Condition,176.8105302,3321.533276
Condition,593.3426659,4144.253191
Condition,325.7617541,4034.555226
Condition,152.1179811,2502.778351
Condition,848.0846893,8798.476404
Condition,329.8682068,3423.865611
Condition,472.6162895,3315.200109
Condition,1123.532445,5610.13324
Condition,263.9652683,7601.559031
Condition,545.9397824,4389.326711
Condition,246.1056318,3284.099725
Condition,355.5286651,7335.38697
Condition,272.2773177,5216.855258
Condition,559.9520089,4190.782223
Condition,662.2139189,7654.742996
Condition,111.371287,2502.778351
Condition,783.3753653,5803.369362
Condition,197.6029829,4052.654539
Condition,138.3631246,3284.099725
Condition,467.8505289,9017.555359
Condition,378.3332558,7466.037855
Condition,1116.960827,11277.73589
Condition,1021.842617,8688.916399
Condition,874.4510529,7439.621599
Condition,1323.392661,12598.94405
Condition,4379.562307,11604.4847
Condition,292.6855711,6112.112275
Condition,1686.260383,8761.336727
Control,274.1386418,4379.562307
Control,290.7484621,5563.158693
Control,225.5495464,7335.38697
Control,224.7911173,5956.050714
Control,242.6736361,7209.389901
Control,143.1304321,4919.95048
Control,206.1264919,4810.646782
Control,107.3950639,3889.168356
Control,65.90696365,3914.447668
Control,133.7407225,3205.818877
Control,132.9934851,4034.555226
Condition,531.5269079,12295.53479
Condition,235.8893293,8319.53322
Condition,307.2229183,7310.480633
Condition,346.0183499,7654.742996
Condition,147.3654678,4494.970863
Condition,385.2044794,10543.03116
Condition,333.1004676,8905.983038
Condition,510.0447477,9881.149949
Condition,307.1179672,6343.772663
Condition,84.23958335,3758.496373
Condition,378.0548822,7109.965157
Condition,416.2337426,12057.99248
Condition,272.365882,7574.852797
Condition,285.2337838,6808.036432
Condition,360.7032551,9131.052015
Condition,145.5046376,5134.910879
Condition,666.8699475,15994.10767
Condition,131.2002152,9577.871453
Condition,328.7137892,7414.977184
Condition,637.4514783,15086.34955
Condition,184.0263595,7711.205794
Condition,246.6397199,8449.865091
Condition,116.5157292,7234.878869
