Group,ANGPT2,CA4,CALCA,PADI4,SLC2A3,TNFAIP6
Condition,13.45484843,958.2252885,-4.064156447,2268.554966,10903.56778,1050.496127
Condition,2.702572792,302.2957591,-9.851106041,2428.915961,5518.198046,2253.59481
Condition,-1.158638376,696.4615285,2.020399594,2301.526565,5610.13324,2524.199564
Condition,-5.645917157,150.8754309,0.624027005,2130.885224,3366.393285,1286.135459
Condition,-0.362305025,622.5102505,-5.868821624,6403.909575,6059.412876,613.7834499
Condition,3.599754619,408.1465539,-14.22944345,2174.181503,5081.717097,726.7109736
Control,1.486910761,403.4975308,-8.860792335,2006.042854,4210.220899,600.1108046
Control,0.164292081,221.503719,-8.310832995,1104.799602,4847.052735,1633.790935
Control,3.666133807,423.8776458,8.379087614,2534.972107,4956.159022,848.0846893
Control,1.088326294,667.8761512,-1.369668832,2310.542582,6969.138832,1124.317831
Control,7.882952792,165.1948165,1.689818579,1705.830809,3830.594199,1002.043675
Control,11.4243533,291.7178983,2.90071401,2456.370418,5626.118057,897.6494842
Control,3.573855431,481.85972,-1.626005787,2781.396436,6245.513337,891.0547825
Control,1.182933299,260.7295559,0.045628426,2326.345482,4968.63214,631.324548
Control,-1.543528325,141.6032313,-2.490698985,1000.657662,3135.710907,953.2276195
Control,5.725399492,638.0419082,-6.163964975,4517.272945,7109.965157,704.8344731
Control,-2.03767665,267.7928531,1.382822132,3096.53441,5870.746965,486.1088461
Control,5.806590355,680.5994455,-14.98955218,2591.616487,8515.616422,1551.619623
Control,-5.565749949,449.771277,-1.099214315,3484.944261,6527.508437,956.9911455
Control,2.087975939,252.3384687,5.929845685,1686.260383,4602.724016,1381.507623
Control,-0.563851066,837.2197901,0.611564975,2360.783217,6717.731333,1709.406008
Control,8.07213269,253.0419235,1.938732589,2442.326917,4647.074115,787.3089017
Control,12.79980995,500.6934297,-5.219876548,1372.958433,4409.897518,1269.208078
Control,5.215893706,494.1135402,-6.570292081,2878.538012,6167.569598,836.2523743
Control,0.087469036,165.6671759,-3.03335198,2712.139573,3897.934207,268.1297475
Control,3.854107411,217.2738641,-9.325456142,1691.625373,4810.646782,577.9386588
Control,2.607499188,324.5141082,-6.651574213,1142.979618,4144.253191,1998.870703
Control,-0.170944162,383.3715617,0.123529645,2712.139573,8192.988395,1498.955043
Control,1.24707198,192.2571032,-16.19818721,1469.675459,4162.972122,721.2677261
Control,4.807334416,453.7862894,-4.467819137,2510.080593,6094.517553,723.5802752
Control,1.505460609,155.3533212,-7.107395025,1623.903951,4569.783947,1364.546485
Control,-4.637957259,72.30634426,2.131731269,828.3888602,2477.32518,834.779441
Control,7.059613503,485.9095912,-9.366418071,3080.513503,7768.093158,680.2303214
Control,3.856561726,204.3052134,-1.572045685,1382.765853,4125.573354,719.3880127
Control,3.347304772,354.5261434,11.26929655,1964.24969,5518.198046,1091.315714
Control,-3.392608426,782.4711039,4.40561198,2491.569124,7184.468012,1112.898635
Condition,-0.001560508,606.1383837,-5.975996751,1723.713103,7414.977184,2572.694842
Condition,-3.221717462,598.6727129,-1.540448223,3726.658199,8798.476404,3113.180483
Condition,2.844456041,370.7664814,-8.159701726,2389.847371,5356.590077,604.4029039
Condition,2.41529665,589.993596,0.118643959,2646.994398,5532.902987,2799.252445
Condition,-2.292270863,211.1256434,-11.97061533,2695.685279,6761.244974,678.1931861
Condition,-1.799450254,245.9546543,-1.544028223,1598.128397,4248.637299,1273.358867
Condition,-3.292058477,750.4001811,-5.495032487,2456.370418,6206.795796,1984.735615
Condition,1.608830355,172.423853,-4.385454315,2295.289979,3838.465545,1131.846068
Condition,7.905423959,364.7365802,0.104299391,2056.757177,4248.637299,676.447305
Condition,-2.316780305,203.889396,-3.02450467,1857.370986,3141.853579,1653.832034
Condition,0.039267614,87.81637807,-5.964941015,2363.941531,5189.57058,639.9071229
Condition,12.70096914,197.1503466,2.535637665,2737.68869,3327.83378,995.9312426
Condition,-3.18217868,527.7508487,-5.329854365,2212.968978,5887.842917,1638.75503
Condition,-0.415373503,90.76157431,-4.066210863,1476.440292,4692.947625,571.2999555
Condition,-1.441110964,573.4541615,-1.394291269,2776.756275,4229.450104,1362.126306
Condition,2.56082264,591.0859659,1.362938782,2001.221145,5489.025422,973.2836455
Condition,-4.610490254,168.2209755,-3.892726599,2022.887927,3423.865611,715.2389379
Condition,2.236469137,385.4926286,-6.349224772,1458.806785,7109.965157,1191.430894
Condition,2.020399594,946.6612258,10.43374964,6899.254622,6226.380017,2553.861447
Condition,-8.620825482,245.7981815,-1.17748264,2864.104823,3498.28381,872.8631265
Condition,0.894355431,158.3506463,1.968210406,1560.828322,4348.831748,601.5351625
Condition,-5.645917157,259.1771141,1.717847817,2227.343852,5189.57058,820.2675784
Condition,-1.507330863,390.4649804,6.287394213,1851.299222,4786.348352,1136.910431
Condition,1.318857563,655.3611809,-11.77137614,2531.436183,6590.93889,1318.949211
Condition,0.348286599,245.4146936,-6.243253503,1809.077326,5578.877093,1917.006236
Condition,31.05058254,721.2677261,-3.961305584,2250.698709,5563.158693,3107.548592
Condition,-4.402853807,322.4065997,1.387103756,2595.395666,7388.899256,1004.680349
Condition,-3.168172284,373.1947835,-4.378253604,2018.118654,3657.702812,813.7211131
Condition,3.97781797,400.0141312,-4.15138599,3628.849155,4409.897518,1442.686062
Condition,2.500867919,702.6443752,-4.883284569,3806.081957,5428.766702,1919.14916
Condition,3.279222437,97.61822102,-2.749816751,1239.51033,3340.925317,308.2698177
Condition,2.350224467,199.2473905,-3.428540711,1811.008906,3974.465199,922.0661591
Condition,3.727722335,653.7143811,-10.07747391,2638.92743,7797.917197,1375.440611
Condition,-3.513790051,1010.716501,-8.072956548,2256.663184,5705.598159,3703.420262
Condition,-2.547472234,290.2635007,-2.106632792,2487.927808,5563.158693,602.9712278
Condition,5.889688731,1141.249566,1.372975025,3430.218273,8034.256175,2335.61163
Condition,3.984558985,110.3705568,1.259487716,2215.714506,4359.815261,773.3626183
Condition,-4.372911878,806.7561492,3.277931574,2018.118654,4538.843536,706.311274
Condition,3.534374619,644.077342,-9.079079797,5641.735966,8761.336727,2301.526565
Condition,-1.993948426,233.3152005,3.48945401,3059.35524,4528.393931,1197.008651
Condition,3.941150203,115.4443529,-4.154648122,2157.99223,3491.494699,574.2496185
Condition,3.818610051,168.7397333,-8.413907005,961.3718856,5641.735966,1201.749147
Condition,-3.346229137,199.47778,-9.469585482,2133.544396,4602.724016,1387.628442
Condition,-7.140005685,254.3275531,-0.995017462,2754.852007,6131.232079,889.3827148
Condition,0.445023452,592.2121478,-0.193631371,3037.990559,6382.967939,1406.428596
Condition,-0.416983249,193.051224,-2.209913299,2470.145068,4462.213548,765.6810988
Condition,6.612891371,601.5351625,4.730939492,2201.894046,7574.852797,1231.570103
Condition,-3.478421929,200.5419104,-3.404781218,2332.427346,3512.336794,956.3741859
Condition,-3.833157462,365.1318251,9.818358985,1358.481881,4919.95048,1781.88018
Condition,0.771896853,169.0763646,1.431973299,2112.513282,4483.683711,353.3673469
Condition,5.830071574,171.7442364,-13.53175858,2389.847371,3450.783636,568.1584473
Condition,-8.034100203,194.4662733,-7.513605178,1658.890072,4883.976468,784.2618053
Condition,3.41405736,228.8481055,0.230642437,2259.808991,4451.836794,1341.786639
Condition,1.63360802,324.0768128,-7.465807614,2917.404769,5272.695814,787.7709001
Condition,-4.85588599,555.9359766,2.882484264,2772.421458,7915.500613,1398.810287
Condition,10.61765452,179.6626227,-8.539648122,2741.89246,5257.565351,584.4662097
Condition,0.043469949,330.2050495,-6.805650964,2210.181858,5175.389503,714.8721825
Condition,-1.380437766,177.0681616,-2.654446802,1493.245554,4420.4452,1021.842617
Condition,10.96945574,212.8950204,-3.541269036,2230.198748,5458.714919,1139.545391
Condition,1.841522437,204.7343547,9.180704873,1886.712385,3347.302858,426.8867502
Condition,1.450951472,1317.862863,-0.40366467,3450.783636,5838.031868,444.5978238
Condition,3.321398274,126.7320062,-13.86132579,1627.241204,3606.024953,605.265315
Condition,6.853018883,494.3202734,-9.444626904,3347.302858,8550.803852,3054.017798
Condition,9.890417766,110.8686848,-16.33377492,1473.753741,3606.024953,856.1312487
Condition,3.548278071,224.3239111,0.837456041,3680.251664,5161.412479,1446.688727
Control,0.286909036,400.0141312,-8.938540203,2348.347979,4569.783947,275.3765827
Control,5.571258477,231.5436801,-6.544366142,1152.4406,3914.447668,752.0191043
Control,-0.402349391,56.97616721,-8.234173604,1262.89541,3562.517437,649.1983181
Control,3.51748335,147.3654678,-5.977140305,1657.182504,4288.425033,1091.315714
Control,3.56149198,85.12531756,-6.643512995,1859.435261,2646.994398,247.4858539
Control,2.303815228,88.51003949,-3.571315736,1229.655246,4134.868184,746.7959716
Control,7.245090355,181.6060448,0.986210051,2003.617327,3308.667974,1321.170769
Control,10.43374964,167.4183822,-10.14075919,2487.927808,3621.274838,136.3147663
Control,2.608382843,224.057995,-6.302705787,1878.251393,4559.67527,627.9516707
Control,-4.681542234,269.9966504,-2.697426751,2583.852538,3391.242889,559.2048221
Control,5.431024264,430.7630742,1.122593299,2376.888667,5938.835115,314.2800734
Control,4.107945482,209.4481199,-9.306307208,1766.631711,4968.63214,292.6855711
Control,8.231614975,270.5247314,-0.847262843,2976.951549,3830.594199,528.6881855
Condition,-0.537858325,273.9574272,-1.166685787,2817.233956,5257.565351,401.0541009
Condition,2.099238985,459.5003617,-9.282991675,3569.627822,5161.412479,645.6910715
Condition,7.277329746,1096.018733,-0.958780508,5030.818823,5428.766702,750.0012285
Condition,-0.181788122,288.4486191,6.588994569,2157.99223,7885.884308,2831.009706
Condition,0.993775533,1116.960827,-6.60471401,3703.420262,5328.035855,518.1375485
