Group,ANGPT2,CA4,CALCA,PADI4,SLC2A3,TNFAIP6
Condition,2.756172284,367.1477288,-3.872628934,2546.255967,10201.91486,5134.910879
Condition,6.92576934,345.5225281,-9.590702234,2051.890757,4624.445752,1116.960827
Condition,-0.025394619,255.1139692,-4.404621929,2610.829517,5518.198046,2351.44618
Condition,8.551772893,492.2723795,0.412422234,4420.4452,7915.500613,1820.892462
Condition,3.890995939,808.1289652,1.002361117,6853.490175,8285.790023,1622.199916
Condition,3.275563046,242.6736361,-1.120105381,2099.634945,5870.746965,1125.993447
Condition,4.198097157,148.8816714,-5.430333503,2341.92974,6444.623133,3188.309258
Condition,3.165896548,257.2834705,-5.999988731,4517.272945,5989.479994,467.8505289
Condition,-0.595761015,761.9572195,-0.309474213,6112.112275,11553.14379,3576.952052
Condition,-3.148110355,161.644152,-2.658354721,1490.427683,7628.846632,1652.133236
Condition,9.647641827,527.3035876,-10.08222802,2878.538012,7654.742996,1662.218885
Condition,-1.195928985,634.9711,0.037523553,4528.393931,5657.569403,1712.851994
Condition,-6.49560665,145.050894,-1.884369137,2049.371116,5272.695814,1453.464706
Condition,-2.105851472,391.947571,-0.993435939,2130.885224,10343.89575,3002.244544
Condition,-1.559041929,281.2732815,4.286503959,3695.630951,9248.852916,1122.691776
Condition,-3.530061929,224.4570635,1.021949137,4647.074115,10343.89575,3798.180116
Condition,1.942649695,90.13540975,-4.946691929,3217.888495,6830.388875,3235.344594
Condition,3.510333299,121.6728502,-1.230852284,1762.864535,6853.490175,2610.829517
Condition,-5.902675279,407.0439378,-6.080284264,3199.892309,10746.19867,2808.205552
Condition,-2.281953299,84.89319513,-10.72754909,1036.740724,3613.589929,1888.894032
Condition,4.566802741,242.9771468,-18.20655746,1899.55436,8618.42373,1977.781124
Condition,-0.013754721,212.3227012,-5.92257066,3159.11515,8319.53322,2109.90534
Condition,-3.310667005,421.091649,6.840775228,3171.045277,5956.050714,1471.02319
Condition,2.192502538,840.1466073,-5.730582132,5504.059572,6041.435303,1637.126576
Condition,6.237886599,628.8667593,4.186392792,5428.766702,5626.118057,2097.09155
Condition,5.797218274,271.6746091,-1.316513706,3334.329311,5870.746965,4338.328528
Condition,-0.568566904,1043.908465,-6.436480508,5563.158693,8761.336727,2603.286279
Condition,8.142439797,389.8811705,1.023919391,3199.892309,13768.598,4462.213548
Condition,9.420757462,155.2631533,-6.267557563,2553.861447,6263.85676,2402.553178
Condition,2.892930051,38.56298071,-8.102396548,911.6823445,3464.027351,1396.288029
Condition,4.307389848,343.8228607,-5.495032487,3657.702812,8253.368902,1242.538324
Condition,3.618354112,177.2167104,-3.272811777,2932.508915,6187.289482,1971.032778
Condition,6.164000711,252.734638,-5.444769442,2917.404769,6527.508437,1576.101382
Condition,-1.942095939,382.5296777,-10.29425756,4602.724016,11944.29968,788.2293257
Condition,2.556909036,126.2966448,-2.983670406,2803.772283,3774.008188,656.3635261
Condition,2.814718883,194.4662733,-7.255684365,3417.475957,6992.457489,1201.749147
Condition,5.459099594,174.0888459,-0.645845178,1888.894032,5610.13324,1108.825394
Condition,-3.239510914,448.3288725,-2.702730051,5300.208596,7943.583608,2854.475583
Condition,1.089188376,261.3958457,8.732962234,1841.226227,7654.742996,2166.160916
Condition,0.653438985,564.3031793,-5.229863756,4528.393931,11886.33926,2534.972107
Condition,6.828319594,282.5498228,-11.92000096,2868.880558,4079.135974,135.4748769
Condition,-2.292004061,1096.018733,-7.741003858,6167.569598,6547.818528,2268.554966
Condition,4.920852995,198.955366,-0.473307614,1339.431132,4980.74015,1052.777842
Condition,3.509780609,988.6538314,-4.468119797,5989.479994,7548.444225,832.8295372
Condition,0.279692589,610.5053237,-4.49033401,2204.688073,5134.910879,971.9953628
Condition,-0.309474213,249.8245979,-2.509037563,1998.870703,3758.496373,1423.072729
Condition,3.062766904,328.3669688,-6.177218579,6738.604326,5626.118057,1484.843424
Condition,0.45532066,493.6983934,-13.84182122,2587.6567,7038.747988,2389.847371
Condition,2.364443756,1173.961879,-15.62916569,8034.256175,6382.967939,2803.772283
Condition,5.774942335,153.9114746,-5.79410335,1498.955043,3982.959757,802.5887229
Condition,-0.373443249,983.4814862,-13.68676477,4883.976468,16542.7676,7943.583608
Condition,-2.893243553,179.8214229,0.114482741,2236.066896,5056.154516,563.0336098
Condition,4.279993807,136.6537159,-0.122744467,1317.862863,3147.66389,323.6231672
Condition,4.020966396,76.46267787,-1.132225787,1936.844823,4106.312903,2614.948353
Condition,0.68468731,105.1239228,-6.377430964,1691.625373,2218.739569,66.6387734
Condition,0.962474822,1268.167585,-8.434005178,5030.818823,12174.93832,1253.65278
Condition,-2.873341624,283.7446955,5.945291371,2456.370418,4797.749196,382.8164032
Condition,1.116410254,226.3078407,-5.089212792,1416.659022,4992.979548,266.1599466
Condition,-0.412578426,284.8610336,-2.190516751,1980.169142,4070.381804,1008.091042
Condition,2.803028426,326.5552381,-8.308409746,2720.425567,7414.977184,1867.904572
Condition,0.277584975,611.708176,-5.889223959,4727.139977,13909.42227,4379.562307
Condition,-0.590298274,915.0947298,-9.007027919,2790.461167,11770.99927,1354.91514
Condition,-9.077757665,1075.089132,0.05584264,7335.38697,10343.89575,2630.942837
Condition,-0.380970761,559.2048221,-5.593515736,4483.683711,7310.480633,3002.244544
Condition,5.821550558,180.0346834,-5.30268467,3378.770291,4034.555226,618.9082112
Condition,4.436004975,500.8992171,-8.224160711,5938.835115,4591.549569,375.5678546
Condition,1.472206701,1103.929005,-5.421021421,6876.261714,14123.08073,10201.91486
Condition,2.013848426,3002.244544,1.52066731,10295.88019,17300.58663,1899.55436
Condition,-0.04524132,144.9315065,-5.139645381,2864.104823,3766.425026,682.6892892
Condition,8.33100599,441.9890943,-5.011606802,2835.506935,8942.320056,2487.927808
Condition,0.306493807,876.5511774,-4.025596041,5887.842917,9366.906072,3940.36097
Condition,2.257003249,261.805977,-8.569773096,4399.342827,7548.444225,2583.852538
Condition,0.077803147,975.787259,-6.245418376,3650.608849,11443.69307,1014.24948
Condition,8.092121929,1090.543846,5.858688832,7015.288171,7259.221625,920.9153229
Condition,-5.288964873,863.9880777,-1.242976447,3054.017798,11718.2586,2271.344538
Condition,-2.679367005,404.8747871,-12.50688914,3830.594199,7335.38697,499.3901802
Condition,12.9681265,872.8631265,-12.68807371,2826.27597,8942.320056,912.2315879
Condition,0.266728731,232.0431181,-3.141675431,2883.393854,5518.198046,1328.978194
Condition,-0.131621472,240.1077149,-4.352720812,4727.139977,7493.823045,6506.819447
Condition,-6.584709848,453.4246024,-4.905664467,2295.289979,13359.18958,3075.191119
Condition,6.359204162,851.1117228,14.20359168,3505.384589,12355.07237,2859.069324
Condition,-0.086487716,56.79784528,-2.639758274,1433.464184,3012.57289,1886.712385
Condition,1.422419239,114.4963867,-5.652695685,2835.506935,4298.747158,527.7508487
Condition,1.43754203,504.1282212,-9.336359188,5094.821253,5989.479994,476.7036805
Condition,2.131731269,251.9470863,-6.443804162,4389.326711,4786.348352,598.9486154
Condition,1.41522802,58.19719543,-0.388027056,1034.597841,2854.475583,383.5098696
Condition,5.150553299,334.2707484,-3.73369401,3534.01864,5921.687591,736.827603
Condition,-2.825330761,160.1334031,7.514310761,2277.331287,2376.888667,392.3816466
Condition,1.240778782,216.0295276,2.448886294,2679.002409,2357.541355,1148.894334
Condition,-5.490933198,896.5537439,-8.535764365,5504.059572,11770.99927,2844.980452
Condition,-5.577683046,768.6253265,-1.190786193,4462.213548,5428.766702,2107.254004
Condition,1.508915431,1456.238376,-11.75452538,6527.508437,13978.60455,1674.254262
Condition,2.701987817,85.66860589,4.282038579,1040.338254,3555.232085,361.7355597
Condition,5.725399492,246.1800132,-6.721692081,2412.42322,5578.877093,9170.472434
Condition,3.624983299,964.4331183,8.841060508,3278.187258,11718.2586,1121.851255
Condition,-3.87549665,187.4583805,-2.679367005,2144.615709,3672.930456,330.2050495
Condition,4.910030863,646.6560802,-11.88183726,5973.255038,8722.53789,1742.254734
Condition,-7.282851878,685.1100324,12.65584335,1682.928803,10957.39813,1388.827702
Condition,3.083976548,163.0894083,-12.20594396,3334.329311,3695.630951,941.852597
Condition,2.099734924,477.6629371,-0.917580914,3914.447668,5161.412479,250.0584702
Condition,3.581184873,210.0088475,-0.27873198,2301.526565,3905.974297,318.7296768
Condition,-4.315866599,120.8289213,-8.502420102,2262.647318,3838.465545,1764.773129
Control,-5.788189543,202.6900803,-3.045828985,1392.557939,3948.417235,639.9071229
Control,2.582383249,354.4003449,-6.54742132,918.5683421,5314.212403,357.9869418
Control,-2.691496904,252.1038496,-3.714115939,1398.810287,5244.488352,294.830329
Control,7.732761421,242.8940143,5.14004934,3450.783636,4810.646782,656.3635261
Control,2.661111066,373.0583631,1.28223868,2607.191356,4517.272945,518.5962173
Control,3.097006497,345.0292087,-3.68101665,2247.615718,4079.135974,262.4635173
Control,-3.380007107,349.0843534,-2.91922731,2003.617327,4462.213548,500.6934297
Control,0.038741726,287.606954,-2.592917868,3308.667974,2746.272328,194.2890804
Control,-1.043031675,274.3153934,-8.176997868,2703.664802,4883.976468,255.5125602
Control,3.648021218,296.096876,-3.39584533,1235.573459,4026.139556,417.0348384
Control,-6.227345685,85.55066761,-2.534663655,1691.625373,2729.094176,539.8810998
Control,5.456978376,266.1599466,-10.3593466,2729.094176,4943.935981,331.4768358
Control,3.820886599,159.2187786,-5.119731472,1129.249318,3404.197722,169.7988713
Control,-2.396793299,201.2579412,-2.146854315,1919.14916,5175.389503,411.5986052
Control,3.40805736,479.0518062,-5.591209239,2087.052271,5610.13324,334.6285737
Control,-1.500402335,201.0237974,3.811027614,2046.938028,4162.972122,237.2085727
Control,0.269709442,246.8682797,0.751793909,3118.631105,4505.99578,378.3332558
Control,-0.354180711,55.77297086,-4.728485736,1386.422004,2432.233682,238.5391957
Control,-0.65783665,206.0650288,-1.513126193,2826.27597,4670.227465,302.4988775
Control,8.608850863,207.4198355,-5.900864569,2627.113343,3758.496373,763.6368687
Control,0.133511675,628.2681272,-1.646544873,3153.480838,4834.659898,572.6417804
Control,2.384595838,167.1804797,-0.21908264,2051.890757,3628.849155,235.2372573
Control,6.92576934,48.40057005,0.611055635,1107.210005,2502.778351,322.0544402
Control,5.407986193,100.9502376,-1.008475939,1152.4406,4106.312903,1202.669452
Control,0.307548325,152.5466067,7.779598477,2966.775553,5518.198046,964.4331183
Control,0.448293807,309.0998327,-4.406424569,2534.972107,7683.061743,794.0324666
Control,9.992874619,317.1019585,3.218157259,1721.889741,4399.342827,677.1165024
Control,4.899846904,204.0091177,-7.750427005,2046.938028,4528.393931,221.6985748
Control,5.453229949,249.0377599,-3.809252386,1101.540159,3872.048281,806.7561492
Control,1.006733096,304.4495807,-1.979340203,2520.683094,4494.970863,786.876587
Control,-0.258604264,49.13210579,-3.634404264,822.6465349,4569.783947,892.1475659
Control,5.432387614,155.5329015,-3.689621117,2089.519604,9053.36811,2022.887927
Control,-1.840251878,142.6441138,7.714289949,1388.827702,4549.017694,597.5437774
Control,-1.349247614,151.4345548,-5.39555132,2139.066442,4106.312903,1256.624561
Control,-2.510545685,111.371287,10.1920403,1841.226227,3534.01864,276.4605502
Control,-5.140333604,233.7961138,1.360855635,1289.314799,4968.63214,874.4510529
Control,-4.120832893,260.8932068,-2.692295635,3695.630951,3417.475957,548.6961654
Control,-7.594151574,240.7724772,1.931143959,1588.538764,4034.555226,1063.122185
Control,-5.064581117,218.1087437,-9.620210964,1324.534213,5175.389503,641.1873445
Control,3.470998376,96.67253716,2.964516447,1333.633424,3688.067158,1183.958529
Control,6.292672183,65.02741513,7.852113249,1857.370986,3147.66389,316.6666265
Control,-3.096658579,209.6354832,-4.508019594,2163.494389,4980.74015,1017.068868
Control,1.848496853,317.1019585,-2.160803858,3423.865611,7414.977184,790.9248979
Control,-3.143029086,121.1303035,-4.815586396,2032.344767,3718.937414,456.0008314
Control,-5.229219898,154.57232,4.300010254,1809.077326,3334.329311,261.3102543
Control,-0.895190558,109.6976002,-3.199934112,1019.169989,3315.200109,348.3563821
Control,4.79804132,278.1738467,-9.310137259,1116.123925,4549.017694,1173.961879
Control,4.46010264,67.08876426,-5.928404975,1121.021341,2076.724479,262.3812974
Control,-4.990597259,86.4203335,0.401765279,1206.430628,2976.951549,199.1919218
Control,-1.80053066,249.5076271,17.03704751,1617.346218,4370.118355,538.4390498
Control,2.379788325,96.40850305,-8.656202335,1191.430894,2247.615718,235.6039978
Control,2.274597056,121.1662141,-10.7359003,1307.725465,2527.736228,400.3153867
Control,-1.606504467,50.49317817,-1.014154822,848.0846893,2049.371116,207.5387831
Control,-9.939582538,92.70369827,-1.347162843,1638.75503,2491.569124,118.3026714
Control,0.484272386,141.4461345,-5.753970254,1005.358042,2776.756275,384.3490759
Control,1.352706701,403.6565799,-9.858878173,2357.541355,3583.764946,456.5492186
Control,5.344603147,311.8489358,-3.82939198,1818.888927,3583.764946,711.5603321
Control,-1.915823706,244.1207963,-6.511354822,1498.955043,3477.961635,436.0840457
Control,-2.702730051,386.9576397,-4.316417868,2376.888667,5921.687591,588.8884422
Control,0.470161218,417.3576447,6.152667919,1906.05217,3043.297109,373.6081787
Control,-1.979801218,270.5247314,6.533626701,2253.59481,3372.636582,149.5931805
Control,3.375866701,153.95636,0.449999695,1252.684323,2695.685279,272.2773177
Control,8.218699086,358.114935,-14.99818254,2720.425567,4034.555226,510.0447477
Control,-0.024385381,179.5600469,-1.981816041,1914.935512,3814.551927,495.1540087
Control,10.76244061,157.1420931,-10.6827269,1906.05217,3650.608849,679.5584255
Control,4.821569949,230.126989,-0.121780406,1524.893321,3498.28381,366.8830736
Control,-0.666261624,210.4409748,-14.96087371,2221.647607,3880.678325,390.9118886
Condition,-2.60525665,289.6024161,2.384595838,2864.104823,5938.835115,1428.239967
Condition,-1.085187107,136.1158675,2.965074416,1535.101045,3688.067158,966.3069812
Condition,-3.074001218,559.7077625,-7.595161523,2878.538012,5786.197445,1019.169989
Condition,0.689805888,2432.233682,-2.941661624,5989.479994,13840.08174,522.2216565
Condition,1.322697462,1197.008651,-4.476689645,8034.256175,4932.375195,854.6503888
Condition,2.094247614,1247.628768,8.253070457,4847.052735,8654.260945,1380.263511
Condition,1.275323249,523.8364469,0.841161421,2932.508915,6343.772663,513.8192346
Condition,-4.389134924,243.9626152,-8.44289401,1641.993894,4052.654539,406.0961151
Condition,0.780673503,590.8226203,-0.598743147,3153.480838,5443.633221,809.0772067
Condition,1.516463147,1350.130294,2.713945888,8192.988395,11220.25874,2215.714506
Condition,-0.074780406,341.0360595,-4.190198579,3290.038218,7654.742996,2754.852007
Condition,-1.622524975,600.6855253,-4.770469442,4248.637299,7768.093158,1458.806785
Condition,-1.133717259,26.31909878,3.296475838,353.6264199,2125.666003,1133.469682
Condition,1.234157563,709.6832111,-6.194123452,5473.612377,11388.92272,583.9119691
Condition,-2.136828832,614.082561,-3.998738883,6023.47592,4704.7678,413.0448461
Condition,-7.524323655,664.1991193,4.714268731,2174.181503,3688.067158,449.5849338
Condition,-7.720429848,87.47867868,10.45453157,1203.612152,2754.852007,258.6819137
Condition,-5.136274721,146.3744199,-13.90189269,1593.329972,4932.375195,738.3677828
Condition,-2.295062132,548.9343073,-10.10659442,3199.892309,4258.619092,2357.541355
Condition,1.896813401,1015.650044,8.801104772,3726.658199,6946.047533,579.2845446
Condition,-5.57671934,611.1062855,-9.517926294,1630.562384,8319.53322,1194.184799
Condition,-9.988816751,179.4576857,-6.892783553,2623.022874,3359.897131,795.3674166
Condition,-2.70506335,404.2746954,-2.444714416,2233.211303,4762.178697,580.9395897
Condition,6.585413909,256.1585839,1.280683756,2188.035682,4992.979548,678.8975685
Condition,3.018851269,220.3633744,1.208218477,1411.502563,3527.015939,2087.052271
Condition,2.36213269,304.6515235,-2.730834315,1814.875046,4956.159022,904.3298013
Condition,7.192432843,190.6943494,4.77297797,1486.239823,3194.009895,338.0335902
Condition,-3.672427614,312.999291,-16.02906183,1774.210354,4229.450104,977.7515648
Condition,-2.310825787,127.7346644,6.080920305,1069.79802,2125.666003,65.2010602
Condition,1.85183736,561.4990886,-4.304833503,1764.773129,6632.121448,596.701186
Condition,-4.024369949,753.6794395,4.373583807,2271.344538,6923.423558,719.3880127
Condition,-1.073179391,232.4652061,5.782079289,1975.520158,3327.83378,416.393165
Condition,-9.30319198,224.2570142,4.388376142,2603.286279,6653.641877,1645.368578
Condition,0.63978132,138.4447478,-6.785244416,2733.352043,3519.841405,1554.73982
Condition,2.802741624,222.3063906,-13.45226711,3347.302858,3923.197866,689.0238477
Condition,-1.19866934,119.3385744,-7.057165888,2109.90534,4580.992943,621.3376411
Condition,7.20395198,160.3652618,-7.195215533,2268.554966,4451.836794,1233.560256
Condition,-3.696729137,297.3702246,-7.372323553,4409.897518,9881.149949,1195.123267
Condition,4.99216802,391.5157703,5.463198832,4088.204784,8003.5105,1489.028138
Condition,5.974014416,180.0844329,4.897068223,3636.08867,4298.747158,457.2933874
Condition,3.248864467,290.8442837,-0.058682437,2069.291553,4399.342827,796.2720632
Condition,-4.505935228,485.2949588,6.452829036,4528.393931,7574.852797,1078.835724
Condition,-2.227115838,81.81480376,3.40980599,2280.34833,3444.021229,544.4744098
Condition,-6.239855685,150.7533789,-3.411966193,2707.948547,3464.027351,375.1464253
Condition,5.583753096,166.7986095,-2.245773198,1467.048006,3774.008188,797.6263265
Condition,0.745561726,84.9823399,6.810847056,1354.91514,2992.433134,738.3677828
Condition,-4.442615127,500.048392,-7.999290152,4774.723301,7493.823045,3940.36097
Condition,6.16705736,716.388507,-0.049342234,4399.342827,7360.741436,2087.052271
Condition,-7.277277766,350.7381486,-5.19066264,3680.251664,4097.393616,1380.263511
Condition,1.819558883,372.2510983,-1.564880152,3384.884996,4569.783947,1103.140758
Condition,-1.666200508,387.3732518,8.587753401,2971.875159,8798.476404,971.3531301
Condition,-3.460597259,523.3732393,9.238621015,4943.935981,7259.221625,1618.978272
Condition,0.975601624,299.9594378,-11.15522284,3340.925317,6969.138832,932.3974027
Condition,-3.206130355,527.7508487,-0.957068832,4847.052735,5547.63005,1046.097289
Condition,4.10189401,657.6644109,13.06040325,5030.818823,7284.336679,1415.369864
Condition,-4.653928528,458.9410197,5.888092792,4219.882983,9408.382915,1665.680721
Condition,-2.091647462,593.6391916,3.389865025,3043.297109,6738.604326,953.2276195
Condition,7.245970355,218.2403946,-1.720978071,1415.369864,3470.902797,968.183829
Condition,-7.29282731,316.988969,-5.315510152,3665.163483,5547.63005,1622.199916
Condition,1.721538579,556.9340281,-2.903550355,2419.171541,7973.223872,1424.371932
Condition,-4.962581421,376.246431,-7.592086904,2946.96374,5473.612377,1223.811806
Condition,0.803044467,1356.119017,-0.593945482,6444.623133,8905.983038,1853.354616
Condition,-4.960094924,882.8617549,-16.42653462,5504.059572,5285.950044,1023.961487
Condition,0.139205076,496.6303838,7.46159269,3397.968327,3129.814969,587.2461246
Condition,1.300963046,1010.716501,-5.01624335,3991.78505,10295.88019,703.0083239
Condition,1.683338883,520.6287282,7.401104772,3569.627822,5005.334199,555.1798768
Condition,-0.34823934,579.0217803,-8.222424721,3991.78505,5005.334199,548.1949817
Condition,-2.282398579,90.23606071,0.544854112,1225.773175,3032.882747,128.311962
Condition,0.960465787,398.9492437,1.463597868,3734.375845,4399.342827,446.1985613
Condition,-1.542258883,697.5627172,2.849465178,5216.855258,4591.549569,695.756682
Condition,-0.194150863,1524.893321,5.703561929,5257.565351,6282.76466,570.4929684
Condition,-6.835039239,176.8105302,-8.946672183,2107.254004,3321.533276,734.872948
Condition,0.655674315,593.3426659,-9.651014112,4399.342827,4144.253191,459.3107592
Condition,-3.444460203,325.7617541,8.386018782,2587.6567,4034.555226,341.6399638
Condition,0.033816954,152.1179811,4.392053299,1331.277678,2502.778351,366.8830736
Condition,-9.815477766,848.0846893,6.595641624,4635.512904,8798.476404,655.0260928
Condition,1.999492487,329.8682068,-5.858604467,1638.75503,3423.865611,514.9851374
Condition,4.098341218,472.6162895,-3.97500203,2056.757177,3315.200109,759.4512846
Condition,0.800025888,1123.532445,-1.320989746,4462.213548,5610.13324,697.9256887
Condition,-7.699840305,263.9652683,-10.0313264,3012.57289,7601.559031,753.2615585
Condition,5.471934213,545.9397824,-3.526953198,4647.074115,4389.326711,430.0734485
Condition,1.689818579,246.1056318,2.245817056,2835.506935,3284.099725,220.102445
Condition,-3.922290254,355.5286651,-9.075219492,4229.450104,7335.38697,1304.461789
Condition,-0.910083655,272.2773177,0.915957563,1957.477498,5216.855258,687.2250721
Condition,-1.208551269,559.9520089,0.663233096,3315.200109,4190.782223,481.85972
Condition,-0.678485127,662.2139189,-2.853223553,7184.468012,7654.742996,871.8162532
Condition,0.690821015,111.371287,-5.650212487,1637.126576,2502.778351,767.7822758
Condition,-3.092252284,783.3753653,-0.364678883,3091.131027,5803.369362,766.5170915
Condition,4.923375127,197.6029829,-2.369944772,3241.593056,4052.654539,1131.846068
Condition,-1.734130609,138.3631246,-3.523341117,2139.066442,3284.099725,952.6177016
Condition,-2.00144467,467.8505289,0.404828629,2878.538012,9017.555359,1591.668973
Condition,0.89643533,378.3332558,5.895667716,3477.961635,7466.037855,2733.352043
Condition,-1.469526396,1116.960827,7.465047005,11944.29968,11277.73589,2128.281037
Condition,-0.630926701,1021.842617,-0.574487513,4079.135974,8688.916399,1610.843392
Condition,2.860421421,874.4510529,-3.238593299,2481.009748,7439.621599,798.0969082
Condition,-0.161749036,1323.392661,1.250273909,5068.558595,12598.94405,1000.657662
Condition,-2.408372284,4379.562307,-5.061247005,8798.476404,11604.4847,421.8921639
Condition,-3.527268426,292.6855711,-12.73583056,2849.639213,6112.112275,919.6993861
Condition,0.449021523,1686.260383,3.700888325,3774.008188,8761.336727,874.4510529
Control,2.430467462,274.1386418,-6.412758274,1285.087093,4379.562307,454.3361654
Control,-0.757524264,290.7484621,-2.440784365,4399.342827,5563.158693,1337.137239
Control,6.327744569,225.5495464,1.593260609,2099.634945,7335.38697,1391.251017
Control,2.806821929,224.7911173,7.515134619,2768.038126,5956.050714,1168.597437
Control,-4.141152792,242.6736361,2.259549036,1482.02335,7209.389901,1586.963825
Control,2.709119594,143.1304321,-6.12638335,1269.208078,4919.95048,1238.531969
Control,6.127278274,206.1264919,5.483482538,2763.620339,4810.646782,841.6576419
Control,3.990371574,107.3950639,14.7958197,1650.453545,3889.168356,917.3936682
Control,1.877287107,65.90696365,10.92363066,1113.672958,3914.447668,396.6942019
Control,12.32441046,133.7407225,-2.166585685,1729.18909,3205.818877,1805.208475
Control,3.039754924,132.9934851,-0.655199695,1955.115229,4034.555226,1289.314799
Condition,-2.346564569,531.5269079,-1.373346294,2542.573817,12295.53479,5753.608036
Condition,-4.042343452,235.8893293,9.112143046,1853.354616,8319.53322,4125.573354
Condition,5.279236244,307.2229183,-7.471047766,1305.531288,7310.480633,3404.197722
Condition,8.684275431,346.0183499,-6.467454162,2307.410614,7654.742996,3734.375845
Condition,-6.359636041,147.3654678,2.795102234,2835.506935,4494.970863,1209.424579
Condition,7.136936853,385.2044794,-9.62357066,2125.666003,10543.03116,6282.76466
Condition,1.689314213,333.1004676,-8.856066396,2763.620339,8905.983038,1966.536277
Condition,8.019352995,510.0447477,-6.886983858,2868.880558,9881.149949,3822.245595
Condition,11.04840914,307.1179672,-0.517474619,1487.598791,6343.772663,3265.566912
Condition,9.440539289,84.23958335,8.649712183,872.8631265,3758.496373,1008.091042
Condition,2.919660406,378.0548822,1.011097766,2015.707588,7109.965157,1776.164268
Condition,2.044317563,416.2337426,2.515697157,3211.94864,12057.99248,5489.025422
Condition,4.364896751,272.365882,1.934194873,1272.264173,7574.852797,3069.622175
Condition,3.308541015,285.2337838,-8.549650964,1925.779739,6808.036432,1943.700757
Condition,7.252731472,360.7032551,2.425587513,1628.844842,9131.052015,2301.526565
Condition,1.922387716,145.5046376,-2.04591,1300.123,5134.910879,2699.637959
Condition,9.261554619,666.8699475,-11.84331442,4043.27117,15994.10767,4871.668624
Condition,7.638196142,131.2002152,-8.043335228,1124.317831,9577.871453,4624.445752
Condition,8.098891168,328.7137892,7.312508325,1689.870462,7414.977184,2201.894046
Condition,7.27559868,637.4514783,-4.183915025,3548.239531,15086.34955,5578.877093
Condition,-2.775346193,184.0263595,3.713719188,1388.827702,7711.205794,2966.775553
Condition,1.331096447,246.6397199,-2.553165685,1269.208078,8449.865091,1818.888927
Condition,9.578075939,116.5157292,-0.746501015,1831.001907,7234.878869,3107.548592
