Group,ANGPT2,SLC2A3
Condition,-3.074001218,5786.197445
Condition,0.689805888,13840.08174
Condition,1.322697462,4932.375195
Condition,2.094247614,8654.260945
Condition,1.275323249,6343.772663
Condition,-4.389134924,4052.654539
Condition,0.780673503,5443.633221
Condition,1.516463147,11220.25874
Condition,-0.074780406,7654.742996
Condition,-1.622524975,7768.093158
Condition,-1.133717259,2125.666003
Condition,1.234157563,11388.92272
Condition,-2.136828832,4704.7678
Condition,-7.524323655,3688.067158
Condition,-7.720429848,2754.852007
Condition,-5.136274721,4932.375195
Condition,-2.295062132,4258.619092
Condition,1.896813401,6946.047533
Condition,-5.57671934,8319.53322
Condition,-9.988816751,3359.897131
Condition,-2.70506335,4762.178697
Condition,6.585413909,4992.979548
Condition,3.018851269,3527.015939
Condition,2.36213269,4956.159022
Condition,7.192432843,3194.009895
Condition,-3.672427614,4229.450104
Condition,-2.310825787,2125.666003
Condition,1.85183736,6632.121448
Condition,-4.024369949,6923.423558
Condition,-1.073179391,3327.83378
Condition,-9.30319198,6653.641877
Condition,0.63978132,3519.841405
Condition,2.802741624,3923.197866
Condition,-1.19866934,4580.992943
Condition,7.20395198,4451.836794
Condition,-3.696729137,9881.149949
Condition,4.99216802,8003.5105
Condition,5.974014416,4298.747158
Condition,3.248864467,4399.342827
Condition,-4.505935228,7574.852797
Condition,-2.227115838,3444.021229
Condition,-6.239855685,3464.027351
Condition,5.583753096,3774.008188
Condition,0.745561726,2992.433134
Condition,-4.442615127,7493.823045
Condition,6.16705736,7360.741436
Condition,-7.277277766,4097.393616
Condition,1.819558883,4569.783947
Condition,-1.666200508,8798.476404
Condition,-3.460597259,7259.221625
Condition,0.975601624,6969.138832
Condition,-3.206130355,5547.63005
Condition,4.10189401,7284.336679
Condition,-4.653928528,9408.382915
Condition,-2.091647462,6738.604326
Condition,7.245970355,3470.902797
Condition,-7.29282731,5547.63005
Condition,1.721538579,7973.223872
Condition,-4.962581421,5473.612377
Condition,0.803044467,8905.983038
Condition,-4.960094924,5285.950044
Condition,0.139205076,3129.814969
Condition,1.300963046,10295.88019
Condition,1.683338883,5005.334199
Condition,-0.34823934,5005.334199
Condition,-2.282398579,3032.882747
Condition,0.960465787,4399.342827
Condition,-1.542258883,4591.549569
Condition,-0.194150863,6282.76466
Condition,-6.835039239,3321.533276
Condition,0.655674315,4144.253191
Condition,-3.444460203,4034.555226
Condition,0.033816954,2502.778351
Condition,-9.815477766,8798.476404
Condition,1.999492487,3423.865611
Condition,4.098341218,3315.200109
Condition,0.800025888,5610.13324
Condition,-7.699840305,7601.559031
Condition,5.471934213,4389.326711
Condition,1.689818579,3284.099725
Condition,-3.922290254,7335.38697
Condition,-0.910083655,5216.855258
Condition,-1.208551269,4190.782223
Condition,-0.678485127,7654.742996
Condition,0.690821015,2502.778351
Condition,-3.092252284,5803.369362
Condition,4.923375127,4052.654539
Condition,-1.734130609,3284.099725
Condition,-2.00144467,9017.555359
Condition,0.89643533,7466.037855
Condition,-1.469526396,11277.73589
Condition,-0.630926701,8688.916399
Condition,2.860421421,7439.621599
Condition,-0.161749036,12598.94405
Condition,-2.408372284,11604.4847
Condition,-3.527268426,6112.112275
Condition,0.449021523,8761.336727
Control,2.430467462,4379.562307
Control,-0.757524264,5563.158693
Control,6.327744569,7335.38697
Control,2.806821929,5956.050714
Control,-4.141152792,7209.389901
Control,2.709119594,4919.95048
Control,6.127278274,4810.646782
Control,3.990371574,3889.168356
Control,1.877287107,3914.447668
Control,12.32441046,3205.818877
Control,3.039754924,4034.555226
Condition,-2.346564569,12295.53479
Condition,-4.042343452,8319.53322
Condition,5.279236244,7310.480633
Condition,8.684275431,7654.742996
Condition,-6.359636041,4494.970863
Condition,7.136936853,10543.03116
Condition,1.689314213,8905.983038
Condition,8.019352995,9881.149949
Condition,11.04840914,6343.772663
Condition,9.440539289,3758.496373
Condition,2.919660406,7109.965157
Condition,2.044317563,12057.99248
Condition,4.364896751,7574.852797
Condition,3.308541015,6808.036432
Condition,7.252731472,9131.052015
Condition,1.922387716,5134.910879
Condition,9.261554619,15994.10767
Condition,7.638196142,9577.871453
Condition,8.098891168,7414.977184
Condition,7.27559868,15086.34955
Condition,-2.775346193,7711.205794
Condition,1.331096447,8449.865091
Condition,9.578075939,7234.878869
